thanh_pho,quan_huyen,dien_tich_m2,so_phong_ngu,so_phong_tam,so_tang,mat_tien_m,huong_nha,phap_ly,gia_trieu_vnd,gia_trieu_per_m2
Đà Nẵng,Sơn Trà,147.5,1,1,4,6.0,Tây,Sổ đỏ/Sổ hồng,11045.9,74.89
Hà Nội,Long Biên,218.8,4,3,3,3.0,Tây Nam,Hợp đồng mua bán,18183.7,83.11
TP.HCM,Quận 1,116.1,5,5,1,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,31753.8,273.5
Hà Nội,Đống Đa,101.4,3,2,3,10.0,Bắc,Sổ đỏ/Sổ hồng,15318.7,151.07
TP.HCM,Phú Nhuận,54.9,4,3,2,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,11067.1,201.59
Hải Phòng,Lê Chân,278.8,5,5,2,4.0,Đông Bắc,Sổ đỏ/Sổ hồng,13346.7,47.87
TP.HCM,Quận 3,111.3,3,3,1,2.0,Bắc,Hợp đồng mua bán,19810.3,177.99
Hải Phòng,Lê Chân,98.4,4,3,1,12.0,Tây,Sổ đỏ/Sổ hồng,4635.8,47.11
Hải Phòng,Kiến An,133.1,3,2,4,4.0,Đông Nam,Sổ đỏ/Sổ hồng,4498.5,33.8
TP.HCM,Quận 3,329.9,5,4,2,10.0,Tây Bắc,Sổ đỏ/Sổ hồng,58657.2,177.8
Hải Phòng,Hồng Bàng,252.9,2,1,2,5.0,Nam,Sổ đỏ/Sổ hồng,15958.4,63.1
TP.HCM,Quận 9,344.8,2,2,3,10.0,Đông Nam,Hợp đồng mua bán,28979.8,84.05
TP.HCM,Quận 3,42.5,5,5,2,4.0,Bắc,Sổ đỏ/Sổ hồng,8457.9,199.01
Hải Phòng,Lê Chân,138.1,2,1,4,10.0,Đông Bắc,Hợp đồng mua bán,5760.2,41.71
Hà Nội,Cầu Giấy,54.5,3,2,3,8.0,Đông Bắc,Sổ đỏ/Sổ hồng,9257.4,169.86
Đà Nẵng,Hải Châu,98.7,3,2,5,5.0,Tây,Hợp đồng mua bán,6949.4,70.41
Hà Nội,Long Biên,238.1,3,2,3,5.0,Đông Bắc,Hợp đồng mua bán,17301.7,72.67
Hà Nội,Hoàn Kiếm,276.5,5,4,1,3.0,Đông,Sổ đỏ/Sổ hồng,50738.9,183.5
Hà Nội,Cầu Giấy,162.2,5,5,2,5.0,Đông Bắc,Hợp đồng mua bán,22932.6,141.38
TP.HCM,Quận 9,330.2,2,1,2,8.0,Đông,Sổ đỏ/Sổ hồng,31994.0,96.89
Hải Phòng,Hồng Bàng,247.2,2,2,4,12.0,Đông Nam,Hợp đồng mua bán,17789.0,71.96
Cần Thơ,Ninh Kiều,267.7,2,2,3,5.0,Đông Bắc,Sổ đỏ/Sổ hồng,10479.9,39.15
Hải Phòng,Kiến An,220.7,3,2,3,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,9961.4,45.14
TP.HCM,Quận 2,64.1,2,1,5,5.0,Bắc,Sổ đỏ/Sổ hồng,11300.2,176.29
Hà Nội,Thanh Xuân,244.1,2,1,3,4.0,Bắc,Sổ đỏ/Sổ hồng,28778.7,117.9
Đà Nẵng,Sơn Trà,193.9,4,3,2,6.0,Tây,Sổ đỏ/Sổ hồng,12240.5,63.13
TP.HCM,Thủ Đức,142.5,3,2,2,10.0,Nam,Sổ đỏ/Sổ hồng,13693.3,96.09
Hà Nội,Hoàng Mai,178.2,4,3,2,2.0,Đông Nam,Hợp đồng mua bán,15181.8,85.2
Cần Thơ,Ninh Kiều,54.2,3,2,3,3.0,Tây,Sổ đỏ/Sổ hồng,1832.3,33.81
Hải Phòng,Ngô Quyền,330.9,4,4,3,6.0,Đông Nam,Sổ đỏ/Sổ hồng,16494.4,49.85
Hà Nội,Hà Đông,283.2,3,2,3,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,27799.7,98.16
TP.HCM,Quận 1,135.7,3,3,5,6.0,Bắc,Hợp đồng mua bán,37079.7,273.25
TP.HCM,Quận 3,206.9,2,2,3,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,51240.4,247.66
Hà Nội,Nam Từ Liêm,86.5,2,1,2,5.0,Tây,Hợp đồng mua bán,6105.1,70.58
Hà Nội,Thanh Xuân,97.0,2,1,3,12.0,Tây Nam,Sổ đỏ/Sổ hồng,14343.9,147.88
TP.HCM,Quận 2,135.6,3,3,2,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,17616.1,129.91
Hà Nội,Hà Đông,308.1,3,3,3,6.0,Đông,Đang chờ sổ,23722.1,76.99
TP.HCM,Thủ Đức,67.5,3,2,2,4.0,Đông Bắc,Sổ đỏ/Sổ hồng,5160.3,76.45
TP.HCM,Quận 1,56.1,3,3,1,10.0,Đông Nam,Sổ đỏ/Sổ hồng,21900.3,390.38
Đà Nẵng,Liên Chiểu,183.7,1,1,2,6.0,Đông,Hợp đồng mua bán,7993.2,43.51
Đà Nẵng,Sơn Trà,110.5,3,2,3,4.0,Đông,Hợp đồng mua bán,7483.1,67.72
Hà Nội,Hai Bà Trưng,121.5,4,4,2,10.0,Đông,Sổ đỏ/Sổ hồng,19291.4,158.78
TP.HCM,Quận 9,297.1,5,5,4,12.0,Tây Nam,Hợp đồng mua bán,32379.5,108.99
TP.HCM,Quận 3,287.8,4,4,1,10.0,Tây Nam,Sổ đỏ/Sổ hồng,58868.2,204.55
Hải Phòng,Hồng Bàng,113.2,3,2,2,12.0,Nam,Sổ đỏ/Sổ hồng,6834.8,60.38
Đà Nẵng,Thanh Khê,109.2,3,3,5,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,7982.7,73.1
Hải Phòng,Hồng Bàng,219.7,2,1,2,4.0,Đông Bắc,Hợp đồng mua bán,7165.8,32.62
Đà Nẵng,Ngũ Hành Sơn,206.8,4,4,3,12.0,Nam,Hợp đồng mua bán,13784.9,66.66
Đà Nẵng,Ngũ Hành Sơn,343.4,5,4,2,4.0,Tây Nam,Sổ đỏ/Sổ hồng,20973.8,61.08
TP.HCM,Quận 7,72.6,2,2,2,2.0,Đông Nam,Sổ đỏ/Sổ hồng,8556.3,117.86
Hà Nội,Hà Đông,309.7,3,3,4,6.0,Tây Nam,Đang chờ sổ,26723.5,86.29
Hà Nội,Hà Đông,242.7,4,3,5,12.0,Nam,Sổ đỏ/Sổ hồng,30634.7,126.22
TP.HCM,Gò Vấp,311.7,3,3,2,4.0,Tây,Sổ đỏ/Sổ hồng,26019.3,83.48
TP.HCM,Quận 7,176.5,4,4,4,3.0,Đông Bắc,Sổ đỏ/Sổ hồng,24099.1,136.54
Hà Nội,Đống Đa,246.9,4,4,3,2.0,Tây Bắc,Hợp đồng mua bán,30216.4,122.38
Hà Nội,Hoàng Mai,338.0,2,1,1,3.0,Đông Nam,Hợp đồng mua bán,27787.6,82.21
TP.HCM,Quận 7,324.6,1,1,1,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,34094.6,105.04
Hà Nội,Ba Đình,178.9,4,3,2,6.0,Đông Nam,Đang chờ sổ,30041.4,167.92
Hà Nội,Hoàn Kiếm,105.1,2,1,3,6.0,Tây Bắc,Hợp đồng mua bán,19303.0,183.66
Đà Nẵng,Thanh Khê,236.4,2,1,5,10.0,Tây,Sổ đỏ/Sổ hồng,15998.1,67.67
Đà Nẵng,Hải Châu,305.0,2,2,5,2.0,Đông Nam,Hợp đồng mua bán,24308.1,79.7
Hà Nội,Long Biên,163.9,3,3,4,10.0,Nam,Sổ đỏ/Sổ hồng,16991.5,103.67
Đà Nẵng,Hải Châu,323.1,4,4,3,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,22559.9,69.82
Hải Phòng,Kiến An,215.0,3,2,5,4.0,Đông Bắc,Hợp đồng mua bán,6975.4,32.44
Hà Nội,Hai Bà Trưng,273.7,4,4,3,3.0,Đông Bắc,Sổ đỏ/Sổ hồng,27587.8,100.8
Đà Nẵng,Thanh Khê,153.9,2,1,2,3.0,Tây Nam,Sổ đỏ/Sổ hồng,6057.8,39.36
Hà Nội,Ba Đình,58.4,2,1,2,10.0,Bắc,Sổ đỏ/Sổ hồng,13076.3,223.91
Hà Nội,Hoàn Kiếm,186.8,3,2,5,3.0,Nam,Sổ đỏ/Sổ hồng,58191.9,311.52
Hà Nội,Ba Đình,322.8,3,3,4,5.0,Nam,Đang chờ sổ,77607.7,240.42
Đà Nẵng,Liên Chiểu,276.1,3,3,3,4.0,Tây Nam,Đang chờ sổ,9417.2,34.11
TP.HCM,Gò Vấp,114.7,3,3,3,3.0,Đông Nam,Sổ đỏ/Sổ hồng,10585.6,92.29
TP.HCM,Quận 1,184.1,3,3,4,3.0,Đông,Sổ đỏ/Sổ hồng,57317.8,311.34
Hà Nội,Hoàng Mai,29.9,3,2,2,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,2040.6,68.25
Hà Nội,Hai Bà Trưng,87.3,5,4,3,2.0,Đông Nam,Sổ đỏ/Sổ hồng,12076.4,138.33
Hà Nội,Hai Bà Trưng,300.3,3,2,3,12.0,Tây,Hợp đồng mua bán,32965.8,109.78
Hải Phòng,Lê Chân,178.9,4,4,2,4.0,Đông,Sổ đỏ/Sổ hồng,6357.5,35.54
TP.HCM,Phú Nhuận,83.5,3,3,1,2.0,Tây Nam,Sổ đỏ/Sổ hồng,11176.6,133.85
TP.HCM,Quận 3,208.0,2,1,2,4.0,Đông Bắc,Hợp đồng mua bán,31685.1,152.33
Đà Nẵng,Liên Chiểu,116.5,1,1,1,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,4945.1,42.45
Hà Nội,Cầu Giấy,195.7,4,3,3,5.0,Tây,Hợp đồng mua bán,28778.0,147.05
Hà Nội,Hoàng Mai,279.5,3,3,2,3.0,Nam,Sổ đỏ/Sổ hồng,22775.3,81.49
TP.HCM,Phú Nhuận,85.7,3,3,1,6.0,Đông Bắc,Sổ đỏ/Sổ hồng,13569.6,158.34
Hà Nội,Ba Đình,240.3,3,3,3,5.0,Tây Nam,Đang chờ sổ,38025.6,158.24
TP.HCM,Phú Nhuận,185.5,4,3,3,8.0,Đông,Sổ đỏ/Sổ hồng,36755.9,198.15
Hà Nội,Hai Bà Trưng,248.2,3,2,4,8.0,Tây,Sổ đỏ/Sổ hồng,35016.1,141.08
TP.HCM,Quận 7,44.5,5,4,2,10.0,Nam,Hợp đồng mua bán,6307.1,141.73
Hà Nội,Đống Đa,129.0,4,4,3,3.0,Tây Nam,Sổ đỏ/Sổ hồng,14382.4,111.49
Hà Nội,Hoàn Kiếm,246.9,4,3,3,4.0,Đông,Hợp đồng mua bán,48150.4,195.02
TP.HCM,Tân Bình,290.0,5,4,4,5.0,Tây,Hợp đồng mua bán,26132.7,90.11
TP.HCM,Thủ Đức,37.9,5,4,2,8.0,Đông,Sổ đỏ/Sổ hồng,3785.8,99.89
TP.HCM,Quận 7,100.7,5,4,3,4.0,Tây Nam,Sổ đỏ/Sổ hồng,13801.3,137.05
Đà Nẵng,Sơn Trà,54.2,3,2,4,8.0,Đông Nam,Sổ đỏ/Sổ hồng,4236.9,78.17
Hải Phòng,Ngô Quyền,342.7,2,1,3,5.0,Nam,Hợp đồng mua bán,18314.7,53.44
Hà Nội,Long Biên,336.1,1,1,4,8.0,Tây Nam,Sổ đỏ/Sổ hồng,29711.9,88.4
Hà Nội,Nam Từ Liêm,303.8,3,3,5,2.0,Tây Nam,Sổ đỏ/Sổ hồng,32448.1,106.81
TP.HCM,Quận 7,249.2,4,3,1,4.0,Đông Nam,Hợp đồng mua bán,26763.0,107.4
Hải Phòng,Lê Chân,272.7,3,2,2,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,14868.0,54.52
Hải Phòng,Kiến An,311.7,2,1,1,3.0,Đông Nam,Hợp đồng mua bán,8962.4,28.75
Cần Thơ,Bình Thủy,314.4,3,3,4,4.0,Tây Nam,Đang chờ sổ,7699.4,24.49
Hải Phòng,Ngô Quyền,295.4,2,1,4,4.0,Tây,Hợp đồng mua bán,12790.7,43.3
Hà Nội,Long Biên,44.8,4,3,1,5.0,Đông Bắc,Hợp đồng mua bán,4058.7,90.6
TP.HCM,Bình Thạnh,91.3,2,1,4,3.0,Đông,Sổ đỏ/Sổ hồng,14213.0,155.67
Hà Nội,Nam Từ Liêm,242.0,3,2,3,10.0,Đông,Đang chờ sổ,25153.8,103.94
Đà Nẵng,Thanh Khê,84.3,2,1,4,6.0,Nam,Sổ đỏ/Sổ hồng,5884.5,69.8
Hà Nội,Hai Bà Trưng,64.7,3,2,3,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,7205.7,111.37
Hà Nội,Ba Đình,245.5,4,4,3,8.0,Tây Bắc,Hợp đồng mua bán,53469.3,217.8
Hà Nội,Đống Đa,257.0,1,1,2,8.0,Đông Nam,Sổ đỏ/Sổ hồng,42896.7,166.91
Cần Thơ,Bình Thủy,65.1,4,3,2,10.0,Tây,Sổ đỏ/Sổ hồng,1860.0,28.57
Hà Nội,Nam Từ Liêm,313.7,4,3,3,2.0,Bắc,Sổ đỏ/Sổ hồng,30322.1,96.66
Hà Nội,Đống Đa,344.3,4,3,5,12.0,Tây,Sổ đỏ/Sổ hồng,56317.7,163.57
Hà Nội,Đống Đa,251.3,4,4,2,4.0,Nam,Sổ đỏ/Sổ hồng,35634.7,141.8
Cần Thơ,Ninh Kiều,32.2,1,1,4,12.0,Tây Bắc,Hợp đồng mua bán,1235.8,38.38
TP.HCM,Quận 7,277.0,3,2,4,12.0,Nam,Hợp đồng mua bán,46416.4,167.57
Hải Phòng,Kiến An,56.0,4,4,2,2.0,Đông Bắc,Đang chờ sổ,1447.1,25.84
Hà Nội,Hoàng Mai,294.6,4,4,5,8.0,Đông,Hợp đồng mua bán,29672.2,100.72
Đà Nẵng,Ngũ Hành Sơn,230.0,3,3,2,12.0,Đông Nam,Đang chờ sổ,12094.9,52.59
TP.HCM,Quận 1,164.7,2,1,2,4.0,Đông Nam,Sổ đỏ/Sổ hồng,40056.1,243.21
Hà Nội,Nam Từ Liêm,223.4,2,1,1,12.0,Đông,Sổ đỏ/Sổ hồng,29446.7,131.81
TP.HCM,Tân Bình,334.1,3,3,3,3.0,Đông Nam,Sổ đỏ/Sổ hồng,30942.8,92.62
Hà Nội,Hai Bà Trưng,202.6,2,1,2,10.0,Bắc,Sổ đỏ/Sổ hồng,30720.8,151.63
Hà Nội,Cầu Giấy,168.7,4,4,4,4.0,Đông Nam,Sổ đỏ/Sổ hồng,34358.5,203.67
TP.HCM,Gò Vấp,155.0,4,3,5,4.0,Đông Bắc,Sổ đỏ/Sổ hồng,16836.3,108.62
TP.HCM,Tân Bình,304.6,3,2,2,2.0,Bắc,Hợp đồng mua bán,30222.3,99.22
Cần Thơ,Bình Thủy,45.0,4,3,5,6.0,Đông Nam,Sổ đỏ/Sổ hồng,2131.8,47.37
TP.HCM,Gò Vấp,274.2,4,3,1,8.0,Bắc,Sổ đỏ/Sổ hồng,28500.2,103.94
Hải Phòng,Lê Chân,70.3,3,3,1,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,2409.8,34.28
Hà Nội,Nam Từ Liêm,38.0,4,3,2,6.0,Đông Bắc,Sổ đỏ/Sổ hồng,3520.0,92.63
Hà Nội,Nam Từ Liêm,128.6,4,4,3,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,16862.3,131.12
Hải Phòng,Lê Chân,42.9,3,3,3,8.0,Tây Nam,Sổ đỏ/Sổ hồng,2335.5,54.44
TP.HCM,Quận 2,299.0,2,1,2,3.0,Bắc,Sổ đỏ/Sổ hồng,41141.0,137.6
TP.HCM,Phú Nhuận,330.0,1,1,5,4.0,Bắc,Sổ đỏ/Sổ hồng,58466.1,177.17
Hà Nội,Cầu Giấy,142.3,4,4,4,6.0,Tây Nam,Sổ đỏ/Sổ hồng,25588.8,179.82
Đà Nẵng,Sơn Trà,74.1,3,3,3,8.0,Đông,Đang chờ sổ,4398.5,59.36
Hà Nội,Hai Bà Trưng,134.0,3,2,3,8.0,Tây Bắc,Hợp đồng mua bán,14619.2,109.1
Hà Nội,Nam Từ Liêm,301.5,3,2,3,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,31253.5,103.66
TP.HCM,Thủ Đức,45.1,3,3,2,12.0,Tây,Sổ đỏ/Sổ hồng,4904.6,108.75
Hà Nội,Nam Từ Liêm,158.7,2,1,4,6.0,Đông Bắc,Sổ đỏ/Sổ hồng,17389.8,109.58
Hà Nội,Ba Đình,70.7,2,2,2,8.0,Nam,Sổ đỏ/Sổ hồng,21633.3,305.99
Hải Phòng,Lê Chân,344.3,2,2,2,2.0,Bắc,Sổ đỏ/Sổ hồng,15581.8,45.26
Hải Phòng,Lê Chân,182.5,4,3,2,2.0,Đông Nam,Sổ đỏ/Sổ hồng,6300.3,34.52
Hà Nội,Nam Từ Liêm,53.9,3,3,3,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,7672.0,142.34
TP.HCM,Thủ Đức,27.9,3,2,3,5.0,Bắc,Hợp đồng mua bán,2058.1,73.77
TP.HCM,Thủ Đức,316.9,3,3,2,10.0,Đông Nam,Hợp đồng mua bán,30696.2,96.86
TP.HCM,Quận 2,114.9,4,4,2,8.0,Bắc,Hợp đồng mua bán,16247.3,141.4
Hà Nội,Long Biên,305.7,3,2,3,12.0,Đông Nam,Hợp đồng mua bán,37579.1,122.93
TP.HCM,Quận 9,333.9,4,4,3,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,29003.0,86.86
TP.HCM,Gò Vấp,137.6,4,4,4,12.0,Nam,Hợp đồng mua bán,14655.0,106.5
Cần Thơ,Bình Thủy,123.3,5,4,3,8.0,Tây,Sổ đỏ/Sổ hồng,3524.2,28.58
TP.HCM,Gò Vấp,303.9,2,1,4,5.0,Đông Nam,Hợp đồng mua bán,27001.8,88.85
Hà Nội,Hoàng Mai,205.4,4,4,4,3.0,Nam,Sổ đỏ/Sổ hồng,21620.2,105.26
Hà Nội,Long Biên,124.4,1,1,5,3.0,Tây Nam,Hợp đồng mua bán,9413.2,75.67
Đà Nẵng,Sơn Trà,287.2,3,2,2,10.0,Tây Nam,Sổ đỏ/Sổ hồng,21367.4,74.4
Cần Thơ,Bình Thủy,214.9,3,2,5,2.0,Đông,Sổ đỏ/Sổ hồng,7016.0,32.65
Hà Nội,Cầu Giấy,339.1,3,3,3,6.0,Tây,Sổ đỏ/Sổ hồng,44140.4,130.17
Hải Phòng,Kiến An,336.0,4,4,3,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,11604.0,34.54
Hải Phòng,Hồng Bàng,252.0,2,2,5,8.0,Tây,Đang chờ sổ,9286.4,36.85
Hà Nội,Hoàn Kiếm,74.1,3,3,1,10.0,Đông Bắc,Hợp đồng mua bán,16867.2,227.63
Hải Phòng,Hồng Bàng,238.2,5,4,2,12.0,Tây Nam,Sổ đỏ/Sổ hồng,13829.1,58.06
Hà Nội,Hà Đông,217.9,3,2,3,5.0,Nam,Sổ đỏ/Sổ hồng,23766.4,109.07
TP.HCM,Quận 9,260.2,1,1,3,8.0,Đông Bắc,Sổ đỏ/Sổ hồng,22590.6,86.82
Cần Thơ,Cái Răng,174.1,5,5,3,5.0,Tây Nam,Sổ đỏ/Sổ hồng,6220.9,35.73
TP.HCM,Quận 2,265.0,3,3,4,5.0,Bắc,Đang chờ sổ,39929.0,150.68
TP.HCM,Quận 2,213.5,3,3,5,6.0,Tây,Sổ đỏ/Sổ hồng,34144.6,159.93
Hà Nội,Nam Từ Liêm,143.1,3,3,2,10.0,Bắc,Sổ đỏ/Sổ hồng,19858.9,138.78
TP.HCM,Quận 9,262.4,5,4,3,4.0,Tây Bắc,Sổ đỏ/Sổ hồng,18146.9,69.16
Hà Nội,Long Biên,294.1,4,3,3,8.0,Đông Bắc,Sổ đỏ/Sổ hồng,24816.4,84.38
Cần Thơ,Ninh Kiều,169.1,3,2,4,12.0,Bắc,Sổ đỏ/Sổ hồng,10908.7,64.51
Đà Nẵng,Liên Chiểu,115.6,3,2,3,12.0,Tây,Hợp đồng mua bán,4619.2,39.96
Hải Phòng,Ngô Quyền,193.7,4,4,3,5.0,Đông Bắc,Sổ đỏ/Sổ hồng,10712.6,55.31
Đà Nẵng,Thanh Khê,135.0,2,2,3,10.0,Tây Bắc,Sổ đỏ/Sổ hồng,8520.6,63.12
Hải Phòng,Kiến An,346.3,3,3,1,2.0,Nam,Hợp đồng mua bán,9391.3,27.12
Hải Phòng,Lê Chân,305.1,3,2,3,5.0,Tây Nam,Sổ đỏ/Sổ hồng,12377.1,40.57
Hà Nội,Thanh Xuân,249.3,4,3,5,2.0,Tây Nam,Sổ đỏ/Sổ hồng,31882.4,127.89
Hà Nội,Ba Đình,160.1,3,3,4,12.0,Nam,Hợp đồng mua bán,40067.2,250.26
Hà Nội,Hà Đông,218.8,3,3,3,2.0,Tây Nam,Sổ đỏ/Sổ hồng,21038.6,96.15
TP.HCM,Quận 7,91.2,3,2,3,5.0,Bắc,Hợp đồng mua bán,9211.7,101.01
Hà Nội,Hoàng Mai,153.7,3,2,3,5.0,Bắc,Sổ đỏ/Sổ hồng,11077.7,72.07
Hà Nội,Hà Đông,34.5,3,3,3,8.0,Đông Nam,Sổ đỏ/Sổ hồng,3222.0,93.39
TP.HCM,Tân Bình,325.0,3,2,2,6.0,Đông,Sổ đỏ/Sổ hồng,39959.6,122.95
TP.HCM,Thủ Đức,216.4,3,3,3,8.0,Bắc,Sổ đỏ/Sổ hồng,26042.2,120.34
TP.HCM,Gò Vấp,214.1,5,4,2,6.0,Nam,Đang chờ sổ,21550.6,100.66
Đà Nẵng,Sơn Trà,140.7,2,2,2,2.0,Tây Bắc,Sổ đỏ/Sổ hồng,6493.5,46.15
Cần Thơ,Ninh Kiều,191.3,3,3,2,5.0,Đông Bắc,Sổ đỏ/Sổ hồng,9634.8,50.36
Hà Nội,Thanh Xuân,308.5,3,3,4,8.0,Bắc,Sổ đỏ/Sổ hồng,39583.2,128.31
Đà Nẵng,Sơn Trà,58.7,3,3,3,4.0,Đông Nam,Hợp đồng mua bán,4130.9,70.37
Hà Nội,Long Biên,185.2,2,1,2,5.0,Tây,Sổ đỏ/Sổ hồng,19059.6,102.91
TP.HCM,Quận 2,265.9,3,3,3,8.0,Nam,Sổ đỏ/Sổ hồng,54362.1,204.45
Hà Nội,Thanh Xuân,313.8,3,3,5,12.0,Bắc,Sổ đỏ/Sổ hồng,43402.0,138.31
Đà Nẵng,Sơn Trà,209.0,1,1,3,12.0,Tây Nam,Sổ đỏ/Sổ hồng,17565.9,84.05
TP.HCM,Bình Thạnh,168.6,4,3,2,4.0,Đông Bắc,Sổ đỏ/Sổ hồng,18140.6,107.6
Hà Nội,Cầu Giấy,347.0,3,3,4,2.0,Tây Bắc,Sổ đỏ/Sổ hồng,55101.0,158.79
Hà Nội,Nam Từ Liêm,251.8,3,3,1,3.0,Tây,Sổ đỏ/Sổ hồng,26145.4,103.83
Hà Nội,Đống Đa,183.4,3,3,3,4.0,Nam,Hợp đồng mua bán,26517.4,144.59
Hải Phòng,Ngô Quyền,149.8,3,3,4,4.0,Tây,Sổ đỏ/Sổ hồng,7264.3,48.49
Hà Nội,Cầu Giấy,258.0,3,3,3,10.0,Bắc,Hợp đồng mua bán,39780.5,154.19
TP.HCM,Phú Nhuận,42.0,4,3,4,4.0,Tây Bắc,Hợp đồng mua bán,5318.7,126.64
TP.HCM,Quận 1,60.7,3,3,2,3.0,Tây Bắc,Hợp đồng mua bán,10402.2,171.37
TP.HCM,Quận 1,143.7,3,2,2,12.0,Bắc,Sổ đỏ/Sổ hồng,54419.4,378.7
TP.HCM,Bình Thạnh,83.6,5,5,3,10.0,Đông,Sổ đỏ/Sổ hồng,11723.8,140.24
Hà Nội,Đống Đa,93.7,3,2,2,3.0,Tây Nam,Sổ đỏ/Sổ hồng,10695.2,114.14
TP.HCM,Gò Vấp,238.0,3,2,3,12.0,Bắc,Sổ đỏ/Sổ hồng,30990.7,130.21
Hà Nội,Long Biên,155.1,2,2,4,4.0,Đông Nam,Sổ đỏ/Sổ hồng,16216.8,104.56
TP.HCM,Gò Vấp,169.9,2,2,5,8.0,Tây,Sổ đỏ/Sổ hồng,22028.8,129.66
TP.HCM,Quận 9,60.6,3,3,3,8.0,Nam,Sổ đỏ/Sổ hồng,6350.1,104.79
Hà Nội,Ba Đình,233.7,5,5,4,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,72409.3,309.84
Hải Phòng,Kiến An,142.7,4,3,1,12.0,Nam,Sổ đỏ/Sổ hồng,6767.1,47.42
Đà Nẵng,Ngũ Hành Sơn,64.0,5,4,3,12.0,Đông,Hợp đồng mua bán,4395.3,68.68
Hải Phòng,Lê Chân,50.2,3,2,5,3.0,Nam,Sổ đỏ/Sổ hồng,2595.5,51.7
Hà Nội,Ba Đình,165.1,5,5,3,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,42665.8,258.42
Hà Nội,Cầu Giấy,40.4,2,1,3,4.0,Đông,Đang chờ sổ,4987.6,123.46
Đà Nẵng,Thanh Khê,257.2,3,2,4,10.0,Bắc,Sổ đỏ/Sổ hồng,13989.7,54.39
Hà Nội,Long Biên,192.0,1,1,1,10.0,Đông Nam,Hợp đồng mua bán,20619.2,107.39
Hà Nội,Thanh Xuân,48.9,3,2,4,2.0,Đông,Hợp đồng mua bán,4893.6,100.07
TP.HCM,Tân Bình,201.5,3,2,1,4.0,Tây Nam,Sổ đỏ/Sổ hồng,17454.2,86.62
TP.HCM,Tân Bình,273.2,2,2,2,4.0,Tây Bắc,Sổ đỏ/Sổ hồng,32115.2,117.55
Hà Nội,Hà Đông,120.2,2,1,3,6.0,Bắc,Đang chờ sổ,10614.9,88.31
Cần Thơ,Bình Thủy,138.4,4,4,3,4.0,Tây Bắc,Sổ đỏ/Sổ hồng,4052.0,29.28
Cần Thơ,Bình Thủy,337.6,5,4,3,6.0,Đông Nam,Đang chờ sổ,10300.6,30.51
TP.HCM,Tân Bình,86.5,4,3,5,4.0,Tây Nam,Sổ đỏ/Sổ hồng,9453.4,109.29
TP.HCM,Quận 1,223.5,5,4,4,4.0,Tây,Hợp đồng mua bán,56691.2,253.65
TP.HCM,Bình Thạnh,211.5,3,3,2,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,27474.4,129.9
Đà Nẵng,Thanh Khê,153.7,5,5,4,2.0,Tây Bắc,Sổ đỏ/Sổ hồng,7375.9,47.99
TP.HCM,Tân Bình,82.7,3,2,4,4.0,Nam,Sổ đỏ/Sổ hồng,10559.0,127.68
Đà Nẵng,Hải Châu,155.6,3,3,5,2.0,Đông Nam,Hợp đồng mua bán,12178.2,78.27
TP.HCM,Bình Thạnh,249.8,2,2,3,10.0,Nam,Đang chờ sổ,32187.0,128.85
Hà Nội,Ba Đình,309.9,2,1,3,3.0,Tây,Hợp đồng mua bán,44182.6,142.57
Cần Thơ,Cái Răng,77.7,1,1,2,5.0,Nam,Sổ đỏ/Sổ hồng,2331.1,30.0
TP.HCM,Tân Bình,242.4,3,2,4,3.0,Đông,Sổ đỏ/Sổ hồng,28713.6,118.46
Hà Nội,Nam Từ Liêm,115.0,3,3,5,2.0,Tây Nam,Hợp đồng mua bán,10824.7,94.13
Đà Nẵng,Sơn Trà,30.3,3,3,1,12.0,Tây,Sổ đỏ/Sổ hồng,1818.6,60.02
Hà Nội,Thanh Xuân,296.0,3,2,5,4.0,Tây,Sổ đỏ/Sổ hồng,27636.3,93.37
TP.HCM,Quận 9,323.4,3,2,3,5.0,Tây Nam,Sổ đỏ/Sổ hồng,27543.1,85.17
TP.HCM,Tân Bình,41.0,2,1,5,4.0,Đông Bắc,Sổ đỏ/Sổ hồng,5333.0,130.07
